Склад,Штабель,Марка,Максимальная температура,Пикет,Дата акта,Смена
4,23,A1,30.3,4050-4062,2020-07-06,219.0
4,9,A1,32.0,4064-4088,2020-07-06,219.0
4,12,A1,34.1,4089-4098,2020-07-06,219.0
6,1,A1,197.0,6004-6056,2020-07-06,219.0
6,5,A1,32.9,6057-6062,2020-07-06,219.0
6,1,A1,108.2,6063-6085,2020-07-06,219.0
6,4,NAN,39.2,6086-6104,2020-07-06,219.0
3,41,A1,36.5,3014-3032,2020-07-06,921.0
3,55,A1,35.1,3057-3070,2020-07-06,921.0
3,34,A1,37.5,3072-3094,2020-07-06,921.0
3,16,A1,34.8,3107-3118,2020-07-06,921.0
4,39,A1,92.6,4023-4048,2020-07-06,921.0
4,23,A1,36.0,4050-4062,2020-07-06,921.0
4,9,A1,38.2,4064-4088,2020-07-06,921.0
4,12,A1,38.6,4089-4098,2020-07-06,921.0
6,1,A1,162.8,6004-6056,2020-07-06,921.0
6,5,A1,35.3,6057-6062,2020-07-06,921.0
6,1,A1,39.4,6063-6085,2020-07-06,921.0
6,4,A1,43.2,6086-6104,2020-07-06,921.0
3,41,A1,33.7,3022-3032,2020-07-08,219.0
3,55,A1,35.7,3052-3070,2020-07-08,219.0
3,34,A1,34.0,3072-3095,2020-07-08,219.0
3,16,A1,35.8,3105-3118,2020-07-08,219.0
4,39,A1,245.0,4022-4048,2020-07-08,219.0
4,23,A1,86.9,4050-4063,2020-07-08,219.0
4,9,A1,35.1,4064-4087,2020-07-08,219.0
4,12,A1,35.4,4088-4102,2020-07-08,219.0
6,1,A1,188.7,6004-6056,2020-07-08,219.0
6,5,A1,30.4,6057-6062,2020-07-08,219.0
6,1,A1,76.4,6063-6085,2020-07-08,219.0
6,4,A1,72.0,6086-6104,2020-07-08,219.0
3,41,A1,32.3,3019- 3032,2020-07-08,921.0
3,55,A1,35.4,3040-3071,2020-07-08,921.0
3,34,A1,36.1,3072- 3095,2020-07-08,921.0
4,39,A1,73.7,4019- 4048,2020-07-08,921.0
4,23,A1,84.0,4050- 4063,2020-07-08,921.0
4,9,A1,39.7,4064- 4087,2020-07-08,921.0
4,12,A1,35.2,4088- 4105,2020-07-08,921.0
6,1,A1,275.0,6004-6056,2020-07-08,921.0
6,5,A1,35.8,6057- 6062,2020-07-08,921.0
6,1,A1,227.0,6063- 6085,2020-07-08,921.0
6,4,A1,66.7,6086- 6104,2020-07-08,921.0
3,41,A1,26.8,3019-3032,2020-07-09,219.0
3,55,A1,28.0,3040-3071,2020-07-09,219.0
3,34,A1,30.7,3072-3095,2020-07-09,219.0
4,39,A1,310.6,4019-4048,2020-07-09,219.0
4,23,A1,65.2,4050-4063,2020-07-09,219.0
4,9,A1,38.1,4064-4087,2020-07-09,219.0
4,12,A1,36.1,4088-4105,2020-07-09,219.0
6,1,A1,261.0,6004-6056,2020-07-09,219.0
6,5,A1,29.7,6057-6062,2020-07-09,219.0
6,1,A1,87.6,6063-6085,2020-07-09,219.0
6,4,A1,185.0,6086-6104,2020-07-09,219.0
3,41,A1,40.5,3022-3032,2020-07-09,921.0
3,55,A1,41.8,3052-3070,2020-07-09,921.0
3,34,A1,41.8,3072-3095,2020-07-09,921.0
3,16,A1,35.9,3105-3118,2020-07-09,921.0
4,39,A1,286.0,4022-4048,2020-07-09,921.0
4,23,A1,38.9,4050-4063,2020-07-09,921.0
4,9,A1,37.2,4064-4087,2020-07-09,921.0
4,12,A1,37.9,4088-4102,2020-07-09,921.0
6,1,A1,295.0,6004-6056,2020-07-09,921.0
6,5,A1,34.1,6057-6062,2020-07-09,921.0
6,1,A1,186.0,6063-6085,2020-07-09,921.0
6,4,A1,72.3,6086-6104,2020-07-09,921.0
3,41,A1,34.4,3022-3032,2020-07-10,219.0
3,55,A1,33.3,3052-3070,2020-07-10,219.0
3,34,A1,30.7,3072-3095,2020-07-10,219.0
3,16,A1,33.4,3105-3118,2020-07-10,219.0
4,39,A1,41.2,4022-4048,2020-07-10,219.0
4,23,A1,39.3,4050-4063,2020-07-10,219.0
4,9,A1,37.1,4064-4087,2020-07-10,219.0
4,12,A1,37.7,4088-4102,2020-07-10,219.0
6,1,A1,48.6,6004-6056,2020-07-10,219.0
6,5,A1,36.2,6057-6062,2020-07-10,219.0
6,1,A1,204.6,6063-6085,2020-07-10,219.0
6,4,A1,48.6,6086-6104 ----,2020-07-10,219.0
3,41,A1,35.6,3022-3032,2020-07-10,921.0
3,55,A1,30.2,3052-3070,2020-07-10,921.0
3,34,A1,38.7,3072-3095,2020-07-10,921.0
3,16,A1,37.7,3105-3118,2020-07-10,921.0
4,39,A1,36.0,4022-4048,2020-07-10,921.0
4,23,A1,37.3,4050-4063,2020-07-10,921.0
4,9,A1,43.7,4064-4087,2020-07-10,921.0
4,12,A1,43.6,4088-4102,2020-07-10,921.0
6,1,A1,32.1,6004-6056,2020-07-10,921.0
6,5,A1,31.1,6057-6062,2020-07-10,921.0
6,1,A1,271.0,6063-6085,2020-07-10,921.0
6,4,A1,97.2,6086-6104,2020-07-10,921.0
3,41,A1,36.2,3014-3037,2020-07-11,921.0
3,55,A1,38.1,3051-3071,2020-07-11,921.0
3,34,A1,37.4,3072-3096 I,2020-07-11,921.0
3,20,A1,37.1,3106-3112,2020-07-11,921.0
4,39,A1,121.4,4017-4049,2020-07-11,921.0
4,23,A1,38.1,4050-4063,2020-07-11,921.0
4,9,A1,36.3,4064-4087,2020-07-11,921.0
4,12,A1,36.0,4088-4105,2020-07-11,921.0
4,24,A1,36.8,4110-4120,2020-07-11,921.0
6,1,A1,90.6,6007-6045,2020-07-11,921.0
6,5,A1,34.3,6057-6061,2020-07-11,921.0
6,1,A1,180.2,6062-6080,2020-07-11,921.0
6,4,A1,133.7,6086-6104,2020-07-11,921.0
3,41,A1,33.0,3014-3037,2020-07-12,219.0
3,55,A1,32.6,3051-3071,2020-07-12,219.0
3,34,A1,31.6,3072-3096,2020-07-12,219.0
3,20,A1,35.4,3106-3112,2020-07-12,219.0
4,39,A1,112.9,4017-4049,2020-07-12,219.0
4,23,A1,34.3,4050-4063,2020-07-12,219.0
4,9,A1,33.2,4064-4087,2020-07-12,219.0
4,12,A1,35.1,4088-4105,2020-07-12,219.0
4,24,A1,35.0,4110-4120,2020-07-12,219.0
6,1,A1,40.7,6007-6045,2020-07-12,219.0
6,5,A1,35.0,6057-6061,2020-07-12,219.0
6,1,A1,252.4,6062-6080,2020-07-12,219.0
6,4,A1,172.7,6086-6104 ______,2020-07-12,219.0
3,41,A1,35.9,3014-3037,2020-07-12,921.0
3,55,A1,36.3,3051-3071,2020-07-12,921.0
3,34,A1,33.8,3072-3096,2020-07-12,921.0
3,20,A1,34.8,3106-3112,2020-07-12,921.0
4,39,A1,86.5,4017-4049,2020-07-12,921.0
4,23,A1,40.1,4050-4063,2020-07-12,921.0
4,9,A1,36.7,4064-4087,2020-07-12,921.0
4,12,A1,33.0,4088-4105,2020-07-12,921.0
4,24,A1,33.4,4110-4120,2020-07-12,921.0
6,1,A1,115.0,6007-6045,2020-07-12,921.0
6,5,A1,36.2,6057-6061,2020-07-12,921.0
6,1,A1,84.4,6062-6080,2020-07-12,921.0
6,4,A1,145.3,6086-6104,2020-07-12,921.0
3,41,A1,30.2,3014-3037,2020-07-13,921.0
3,55,A1,35.0,3051-3071,2020-07-13,921.0
3,34,A1,33.8,3072-3096,2020-07-13,921.0
3,20,A1,33.5,3106-3112,2020-07-13,921.0
4,39,A1,42.3,4017-4049,2020-07-13,921.0
4,23,A1,36.3,4050-4063,2020-07-13,921.0
4,9,A1,34.5,4064-4087,2020-07-13,921.0
4,12,A1,36.9,4088-4105,2020-07-13,921.0
4,24,A1,28.4,4110-4120,2020-07-13,921.0
6,1,A1,108.7,6007-6045,2020-07-13,921.0
6,5,A1,38.5,6057-6061,2020-07-13,921.0
6,1,A1,154.1,6062-6080,2020-07-13,921.0
6,4,A1,170.4,6086-6104,2020-07-13,921.0
3,41,A1,354.0,3026-3044,2020-07-13,921.0
3,43,A1,33.5,3044-3048,2020-07-13,921.0
3,55,A1,32.1,3060-3071,2020-07-13,921.0
3,34,A1,34.3,3072-3096,2020-07-13,921.0
3,20,A1,33.0,3106-3112,2020-07-13,921.0
4,39,A1,57.0,4017-4049,2020-07-13,921.0
4,23,A1,33.6,4050-4063,2020-07-13,921.0
4,9,A1,35.8,4064-4087,2020-07-13,921.0
4,12,A1,33.0,4088-4105,2020-07-13,921.0
4,24,A1,37.3,4106-4120,2020-07-13,921.0
6,1,A1,226.1,6007-6045,2020-07-13,921.0
6,5,A1,30.0,6057-6061,2020-07-13,921.0
6,1,A1,145.5,6062-6080,2020-07-13,921.0
6,4,A1,91.1,6086-6104 --------U-V и11 J ---],2020-07-13,921.0
3,41,A1,28.6,3026-3044,2020-07-14,921.0
3,43,A1,44.6,3044-3048,2020-07-14,921.0
3,55,A1,33.7,3060-3071,2020-07-14,921.0
3,34,A1,36.1,3072-3096,2020-07-14,921.0
3,20,A1,33.4,3106-3112,2020-07-14,921.0
4,39,A1,101.9,4017-4049,2020-07-14,921.0
4,23,A1,76.7,4050-4063,2020-07-14,921.0
4,9,A1,39.7,4064-4087,2020-07-14,921.0
4,12,A1,39.0,4088-4105,2020-07-14,921.0
4,24,A1,37.4,4106-4120,2020-07-14,921.0
6,1,A1,263.4,6007-6045,2020-07-14,921.0
6,5,A1,37.9,6057-6061,2020-07-14,921.0
6,1,A1,65.2,6062-6080,2020-07-14,921.0
6,4,A1,253.0,6086-6104,2020-07-14,921.0
3,41,A1,32.3,3026-3044,2020-07-15,219.0
3,43,A1,27.0,3044-3048,2020-07-15,219.0
3,55,A1,32.2,3060-3071,2020-07-15,219.0
3,34,A1,30.6,3072-3096,2020-07-15,219.0
3,20,A1,34.2,3106-3112,2020-07-15,219.0
4,39,A1,240.0,4017-4049,2020-07-15,219.0
4,23,A1,63.9,4050-4063,2020-07-15,219.0
4,9,A1,32.7,4064-4087,2020-07-15,219.0
4,12,A1,31.9,4088-4105,2020-07-15,219.0
4,24,A1,31.9,4106-4120,2020-07-15,219.0
6,1,A1,106.0,6007-6045,2020-07-15,219.0
6,5,A1,33.4,6057-6061,2020-07-15,219.0
6,1,A1,63.4,6062-6080,2020-07-15,219.0
6,4,A1,279.0,6086-6104,2020-07-15,219.0
3,56,A1,35.8,3014-3017,2020-07-15,921.0
3,41,A1,31.5,3027-3043,2020-07-15,921.0
3,43,A1,35.2,3044-3057,2020-07-15,921.0
3,55,A1,34.4,3058-3071,2020-07-15,921.0
3,34,A1,38.9,3072-3095,2020-07-15,921.0
3,20,A1,35.6,3106-3112,2020-07-15,921.0
4,39,A1,264.0,4015-4048,2020-07-15,921.0
4,23,A1,35.3,4051-4063,2020-07-15,921.0
4,9,A1,36.8,4071-4088,2020-07-15,921.0
4,12,A1,39.1,4095-4106,2020-07-15,921.0
4,24,A1,34.6,4107-4120,2020-07-15,921.0
6,1,A1,37.0,6022-6045,2020-07-15,921.0
6,5,A1,32.3,6057-6062,2020-07-15,921.0
6,1,A1,43.2,6063-6084,2020-07-15,921.0
6,4,A1,199.0,6086-6104,2020-07-15,921.0
3,56,A1,33.6,3014-3017,2020-07-16,219.0
3,41,A1,32.1,3027-3043,2020-07-16,219.0
3,43,A1,29.6,3044-3057,2020-07-16,219.0
3,55,A1,29.4,3058-3071,2020-07-16,219.0
3,34,A1,30.9,3072-3095,2020-07-16,219.0
3,20,A1,31.0,3106-3112,2020-07-16,219.0
4,39,A1,301.1,4015-4048,2020-07-16,219.0
4,23,A1,51.3,4051-4063,2020-07-16,219.0
4,9,A1,37.1,4071-4088,2020-07-16,219.0
4,12,A1,34.3,4095-4106,2020-07-16,219.0
4,24,A1,31.3,4107-4120,2020-07-16,219.0
6,1,A1,43.4,6022-6045,2020-07-16,219.0
6,5,A1,29.8,6057-6062,2020-07-16,219.0
6,1,A1,41.3,6063-6084,2020-07-16,219.0
6,4,A1,30.2,6086-6104,2020-07-16,219.0
3,56,A1,32.7,3014-3017,2020-07-16,921.0
3,41,A1,33.0,3027-3043,2020-07-16,921.0
3,43,A1,37.4,3044-3057,2020-07-16,921.0
3,34,A1,51.0,3072-3095,2020-07-16,921.0
3,20,A1,34.7,3106-3112,2020-07-16,921.0
4,39,A1,37.0,4015-4048,2020-07-16,921.0
4,23,A1,34.3,4051-4063,2020-07-16,921.0
4,12,A1,38.4,4095-4106,2020-07-16,921.0
4,24,A1,38.2,4107-4120,2020-07-16,921.0
6,1,A1,36.0,6022-6045,2020-07-16,921.0
6,5,A1,37.8,6057-6062,2020-07-16,921.0
6,1,A1,43.2,6063-6084,2020-07-16,921.0
6,4,A1,50.5,6086-6104 —о 0 0«0i ЭК 0 ” Норт с е-р в и с»,2020-07-16,921.0
3,56,A1,30.0,3014-3017,2020-07-17,219.0
3,41,A1,30.7,3027-3043,2020-07-17,219.0
3,43,A1,36.6,3044-3057,2020-07-17,219.0
3,34,A1,39.0,3072-3095,2020-07-17,219.0
3,20,A1,33.1,3106-3112,2020-07-17,219.0
4,39,A1,231.0,4015-4048,2020-07-17,219.0
4,23,A1,32.7,4051-4063,2020-07-17,219.0
4,12,A1,33.6,4095-4106,2020-07-17,219.0
4,24,A1,33.5,4107-4120,2020-07-17,219.0
6,1,A1,29.2,6022-6045,2020-07-17,219.0
6,5,A1,31.3,6057-6062,2020-07-17,219.0
6,1,A1,31.9,6063-6084,2020-07-17,219.0
6,4,A1,55.9,6086-6104,2020-07-17,219.0
3,56,A1,40.1,3014-3017,2020-07-17,
3,41,A1,37.5,3027-3043,2020-07-17,
3,43,A1,36.1,3044-3057,2020-07-17,
3,34,A1,39.8,3072-3095,2020-07-17,
3,20,A1,35.7,3106-3112,2020-07-17,
4,39,A1,44.5,4015-4048,2020-07-17,
4,23,A1,36.3,4051-4063,2020-07-17,
4,12,A1,38.4,4095-4106,2020-07-17,
4,24,A1,38.6,4107-4120,2020-07-17,
6,1,A1,42.6,6022-6045,2020-07-17,
6,5,A1,36.8,6057-6062,2020-07-17,
6,1,A1,44.9,6063-6084,2020-07-17,
6,4,A1,214.3,6086-6104,2020-07-17,
3,56,A1,27.7,3014-3017,2020-07-18,219.0
3,41,A1,31.7,3027-3043,2020-07-18,219.0
3,43,A1,29.9,3044-3057,2020-07-18,219.0
3,34,A1,30.3,3072-3095,2020-07-18,219.0
3,20,A1,28.3,3106-3112,2020-07-18,219.0
4,39,A1,144.6,4015-4048,2020-07-18,219.0
4,23,A1,32.5,4051-4063,2020-07-18,219.0
4,35,A1,32.6,4065-4070,2020-07-18,219.0
4,12,A1,33.0,4095-4106,2020-07-18,219.0
4,24,A1,35.0,4107-4120,2020-07-18,219.0
6,1,A1,44.4,6022-6045,2020-07-18,219.0
6,5,A1,38.0,6057-6062,2020-07-18,219.0
6,1,A1,222.3,6063-6084,2020-07-18,219.0
6,4,A1,285.5,6086-6104,2020-07-18,219.0
3,56,A1,34.5,3013-3020,2020-07-18,921.0
3,41,A1,34.7,3022-3043,2020-07-18,921.0
3,43,A1,36.2,3044-3068,2020-07-18,921.0
3,34,A1,34.5,3072-3095,2020-07-18,921.0
3,20,A1,36.0,3106-3112,2020-07-18,921.0
4,39,A1,143.0,4013-4050,2020-07-18,921.0
4,23,A1,34.5,4051-4063,2020-07-18,921.0
4,35,A1,36.6,4065-4070,2020-07-18,921.0
4,12,A1,37.4,4095-4106,2020-07-18,921.0
4,24,A1,38.2,4107-4120,2020-07-18,921.0
6,1,A1,40.8,6023-6045,2020-07-18,921.0
6,5,A1,41.5,6057-6062,2020-07-18,921.0
6,1,A1,45.0,6063-6085,2020-07-18,921.0
6,4,NAN,200.4,6086-6104,2020-07-18,921.0
3,56,A1,30.2,3013-3020,2020-07-19,219.0
3,41,A1,29.4,3022-3043,2020-07-19,219.0
3,43,A1,28.4,3044-3068,2020-07-19,219.0
3,34,A1,29.4,3072-3095,2020-07-19,219.0
3,20,A1,29.9,3106-3112,2020-07-19,219.0
4,39,A1,90.3,4013-4050,2020-07-19,219.0
4,23,A1,34.4,4051-4063,2020-07-19,219.0
4,35,A1,36.6,4065-4070,2020-07-19,219.0
4,12,A1,37.9,4095-4106,2020-07-19,219.0
4,24,A1,32.9,4107-4120,2020-07-19,219.0
6,1,A1,40.0,6023-6045,2020-07-19,219.0
6,5,A1,36.0,6057-6062,2020-07-19,219.0
6,1,A1,251.0,6063-6085,2020-07-19,219.0
6,4,A1,187.5,6086-6104,2020-07-19,219.0
3,56,A1,35.3,3013-3020,2020-07-19,921.0
3,41,A1,36.5,3022-3043,2020-07-19,921.0
3,43,A1,37.4,3044-3072,2020-07-19,921.0
3,34,A1,36.2,3072-3095,2020-07-19,921.0
3,20,A1,38.2,3106-3112,2020-07-19,921.0
4,39,A1,262.0,4013-4050,2020-07-19,921.0
4,23,A1,92.9,4051-4063,2020-07-19,921.0
4,35,A1,36.3,4065-4070,2020-07-19,921.0
4,12,A1,37.7,4095-4106,2020-07-19,921.0
4,24,A1,37.8,4107-4120,2020-07-19,921.0
6,1,A1,102.7,6023-6045,2020-07-19,921.0
6,5,A1,36.3,6057-6062,2020-07-19,921.0
6,1,A1,247.0,6063-6085,2020-07-19,921.0
6,4,A1,357.4,6086-6104,2020-07-19,921.0
3,56,A1,27.8,3013-3020,2020-07-20,219.0
3,41,A1,295.0,3022-3043,2020-07-20,219.0
3,43,A1,29.1,3044-3072,2020-07-20,219.0
3,34,A1,30.8,3072-3095,2020-07-20,219.0
3,20,A1,27.4,3106-3112,2020-07-20,219.0
4,39,A1,239.0,4013-4050,2020-07-20,219.0
4,23,A1,91.6,4051-4063,2020-07-20,219.0
4,35,A1,30.0,4065-4070,2020-07-20,219.0
4,12,A1,28.9,4095-4106,2020-07-20,219.0
4,24,A1,28.2,4107-4120,2020-07-20,219.0
6,1,A1,294.0,6023-6045,2020-07-20,219.0
6,5,A1,30.9,6057-6062,2020-07-20,219.0
6,1,A1,125.9,6063-6085,2020-07-20,219.0
6,4,A1,79.6,6086-6104,2020-07-20,219.0
3,56,A1,38.8,3013-3020,2020-07-20,921.0
3,41,A1,37.5,3022-3043,2020-07-20,921.0
3,43,A1,39.2,3044-3072,2020-07-20,921.0
3,34,A1,33.0,3072-3095,2020-07-20,921.0
3,20,A1,30.8,3106-3112,2020-07-20,921.0
4,39,A1,120.8,4013-4050,2020-07-20,921.0
4,23,A1,102.6,4051-4063,2020-07-20,921.0
4,35,A1,37.1,4065-4070,2020-07-20,921.0
4,12,A1,36.3,4095-4106,2020-07-20,921.0
4,24,A1,37.4,4107-4120,2020-07-20,921.0
6,1,A1,39.0,6023-6045,2020-07-20,921.0
6,5,A1,37.0,6057-6062,2020-07-20,921.0
6,1,A1,204.0,6063-6085,2020-07-20,921.0
6,4,A1,129.6,6086-6104,2020-07-20,921.0
3,56,A1,31.8,3013-3020,2020-07-21,219.0
3,41,A1,27.0,3022-3043,2020-07-21,219.0
3,43,A1,26.6,3044-3072,2020-07-21,219.0
3,34,A1,31.1,3072-3095,2020-07-21,219.0
3,20,A1,37.1,3106-3112,2020-07-21,219.0
4,39,A1,299.0,4013-4050,2020-07-21,219.0
4,23,A1,71.5,4051-4063,2020-07-21,219.0
4,35,A1,39.3,4065-4070,2020-07-21,219.0
4,12,A1,35.9,4095-4106,2020-07-21,219.0
4,24,A1,35.2,4107-4120,2020-07-21,219.0
6,1,A1,37.5,6023-6045,2020-07-21,219.0
6,5,A1,32.1,6057-6062,2020-07-21,219.0
6,1,A1,221.0,6063-6085,2020-07-21,219.0
6,4,A1,287.0,6086-6104,2020-07-21,219.0
3,56,A1,34.6,3011-3020,2020-07-21,921.0
3,41,A1,40.1,3021-3043,2020-07-21,921.0
3,43,A1,36.6,3044-3072,2020-07-21,921.0
3,34,A1,29.9,3077-3095,2020-07-21,921.0
3,13,A1,35.1,3100-3103,2020-07-21,921.0
3,20,A1,35.7,3104-3112,2020-07-21,921.0
4,39,A1,43.3,4016-4048,2020-07-21,921.0
4,23,A1,44.3,4049-4063,2020-07-21,921.0
4,35,A1,34.5,4066-4074,2020-07-21,921.0
4,12,A1,34.1,4096-4106,2020-07-21,921.0
4,24,A1,31.5,41074120,2020-07-21,921.0
6,45,A1,31.1,6016-6020,2020-07-21,921.0
6,1,A1,37.9,6023-6039,2020-07-21,921.0
6,5,A1,33.3,6057-6062,2020-07-21,921.0
6,1,A1,48.2,6063-6082,2020-07-21,921.0
6,4,A1,38.4,6086-6106,2020-07-21,921.0
3,56,A1,34.9,3011-3020,2020-07-22,
3,41,A1,36.2,3021-3043,2020-07-22,
3,43,A1,35.5,3044-3072,2020-07-22,
3,34,A1,36.8,3077-3095,2020-07-22,
3,13,A1,33.2,3100-3103,2020-07-22,
3,20,A1,32.7,3104-3112,2020-07-22,
4,39,A1,288.0,4016-4048,2020-07-22,
4,23,A1,34.7,4049-4063,2020-07-22,
4,35,A1,28.6,4066-4074,2020-07-22,
4,12,A1,32.8,4096-4106,2020-07-22,
4,24,A1,33.2,41074120,2020-07-22,
6,45,A1,30.3,6016-6020,2020-07-22,
6,1,A1,41.6,6023-6039,2020-07-22,
6,5,A1,31.2,6057-6062,2020-07-22,
6,1,A1,41.0,6063-6082,2020-07-22,
6,4,A1,158.0,6086-6106,2020-07-22,
3,56,A1,32.9,3011-3020,2020-07-22,921.0
3,41,A1,35.6,3021-3043,2020-07-22,921.0
3,43,A1,36.4,3044-3072,2020-07-22,921.0
3,34,A1,30.0,3077-3095,2020-07-22,921.0
3,13,A1,28.6,3100-3103,2020-07-22,921.0
3,20,A1,30.4,3104-3112,2020-07-22,921.0
4,39,A1,62.5,4016-4048,2020-07-22,921.0
4,23,A1,43.4,4049-4063,2020-07-22,921.0
4,12,A1,37.7,4096-4106,2020-07-22,921.0
4,24,A1,36.4,41074120,2020-07-22,921.0
6,45,A1,32.1,6016-6020,2020-07-22,921.0
6,1,A1,36.3,6023-6039,2020-07-22,921.0
6,5,A1,31.0,6057-6062,2020-07-22,921.0
6,1,A1,50.0,,2020-07-22,921.0
6,4,A1,48.6,6086-6106,2020-07-22,921.0
3,56,A1,37.6,3011-3020,2020-07-23,
3,41,A1,33.7,3021-3043,2020-07-23,
3,43,A1,53.7,3044-3072,2020-07-23,
3,47,A1,34.4,3084-3091,2020-07-23,
3,13,A1,30.9,3100-3103,2020-07-23,
4,39,A1,43.6,4016-4048 ..... I,2020-07-23,
4,23,A1,30.5,4049-4063,2020-07-23,
4,46,A1,37.1,4063-4066,2020-07-23,
4,12,A1,37.8,4096-4106,2020-07-23,
4,24,A1,38.0,41074120,2020-07-23,
6,45,A1,32.2,6016-6020,2020-07-23,
6,1,A1,40.5,6023-6039,2020-07-23,
6,5,A1,35.9,6057-6062,2020-07-23,
6,1,A1,54.5,6063-6082,2020-07-23,
6,4,A1,273.0,6086-6106,2020-07-23,
3,56,A1,33.2,3011-3020,2020-07-23,921.0
3,41,A1,34.2,3021-3043,2020-07-23,921.0
3,43,A1,32.2,3044-3072,2020-07-23,921.0
3,13,A1,36.1,3100-3103,2020-07-23,921.0
4,39,A1,78.0,4016-4048,2020-07-23,921.0
4,23,A1,39.5,4049-4063,2020-07-23,921.0
4,46,A1,36.9,4063-4066,2020-07-23,921.0
4,12,A1,35.8,4096-4106,2020-07-23,921.0
4,24,A1,33.9,41074120,2020-07-23,921.0
6,45,A1,36.2,6016-6020,2020-07-23,921.0
6,1,A1,42.1,6023-6039,2020-07-23,921.0
6,51,A1,35.2,6038-6044,2020-07-23,921.0
6,5,A1,34.2,6057-6062,2020-07-23,921.0
6,1,A1,43.5,6063-6082,2020-07-23,921.0
6,4,A1,42.1,6086-6106 —П Л Л - ГГТ        п П Т ПТ ПТГМ As ,2020-07-23,921.0
3,56,A1,38.5,3011-3020,2020-07-24,219.0
3,41,A1,36.0,3021-3043,2020-07-24,219.0
3,43,A1,43.5,3044-3072,2020-07-24,219.0
3,58,A1,36.9,3079-3085,2020-07-24,219.0
3,53,A1,37.5,3086-3091,2020-07-24,219.0
3,13,A1,35.6,3100-3103,2020-07-24,219.0
4,39,A1,45.0,4016-4048,2020-07-24,219.0
4,23,A1,37.3,4049-4063,2020-07-24,219.0
4,46,A1,36.7,4063-4066,2020-07-24,219.0
4,12,A1,34.7,4096-4106,2020-07-24,219.0
4,24,A1,34.8,4107-4120,2020-07-24,219.0
6,45,A1,34.6,6016-6020,2020-07-24,219.0
6,1,A1,43.8,6023-6039,2020-07-24,219.0
6,51,A1,35.2,6038-6044,2020-07-24,219.0
6,5,A1,38.2,6057-6062,2020-07-24,219.0
6,1,A1,179.4,6063-6082,2020-07-24,219.0
6,4,A1,44.2,6086-6106,2020-07-24,219.0
3,56,A1,36.5,3011-3020,2020-07-24,921.0
3,41,A1,36.9,3021-3043,2020-07-24,921.0
3,43,A1,35.8,3044-3072,2020-07-24,921.0
3,58,A1,39.9,3079-3085,2020-07-24,921.0
3,53,A1,35.6,3086-3091,2020-07-24,921.0
3,13,A1,39.1,3100-3103,2020-07-24,921.0
4,39,A1,99.0,4016-4048,2020-07-24,921.0
4,23,A1,38.7,4049-4063,2020-07-24,921.0
4,46,A1,37.1,4063-4066,2020-07-24,921.0
4,12,A1,38.3,4096-4106,2020-07-24,921.0
4,24,A1,36.1,4107-4120,2020-07-24,921.0
6,45,A1,37.4,6016-6020,2020-07-24,921.0
6,1,A1,39.5,6023-6039,2020-07-24,921.0
6,51,A1,38.0,6038-6044,2020-07-24,921.0
6,5,A1,37.3,6057-6062,2020-07-24,921.0
6,1,A1,157.5,6063-6082,2020-07-24,921.0
6,4,A1,110.7,6086-6106,2020-07-24,921.0
3,56,A1,37.0,3011-3020,2020-07-25,219.0
3,41,A1,37.2,3021-3043,2020-07-25,219.0
3,43,A1,40.8,3044-3072,2020-07-25,219.0
3,58,A1,33.7,3079-3085,2020-07-25,219.0
3,53,A1,40.3,3086-3091,2020-07-25,219.0
3,13,A1,40.8,3100-3103,2020-07-25,219.0
4,39,A1,106.9,4016-4048,2020-07-25,219.0
4,23,A1,37.3,4049-4063,2020-07-25,219.0
4,46,A1,36.1,4063-4066,2020-07-25,219.0
4,12,A1,33.8,4096-4106,2020-07-25,219.0
4,24,A1,33.3,4107-4120,2020-07-25,219.0
6,45,A1,38.3,6016-6020,2020-07-25,219.0
6,1,A1,44.3,6023-6039,2020-07-25,219.0
6,51,A1,38.0,6038-6044,2020-07-25,219.0
6,5,A1,38.2,6057-6062,2020-07-25,219.0
6,1,A1,44.9,6063-6082,2020-07-25,219.0
6,4,A1,135.2,6086-6106,2020-07-25,219.0
3,56,A1,31.9,3011-3020,2020-07-25,921.0
3,41,A1,29.8,3021-3043,2020-07-25,921.0
3,43,A1,29.2,3044-3072,2020-07-25,921.0
3,53,A1,30.8,3086-3092,2020-07-25,921.0
3,13,A1,32.5,3099-3109,2020-07-25,921.0
4,60,A1,36.2,4015-4020,2020-07-25,921.0
4,39,A1,114.5,4026-4048,2020-07-25,921.0
4,23,A1,219.0,4049-4063,2020-07-25,921.0
4,46,A1,38.6,4063-4066,2020-07-25,921.0
4,12,A1,32.9,4094-4106,2020-07-25,921.0
4,24,A1,37.6,4107-4120,2020-07-25,921.0
6,45,A1,37.6,6016-6023,2020-07-25,921.0
6,1,A1,34.4,6023-6035,2020-07-25,921.0
6,51,A1,33.6,6036-6044,2020-07-25,921.0
6,5,A1,29.4,6057-6062,2020-07-25,921.0
6,1,A1,296.0,6063-6082,2020-07-25,921.0
6,4,A1,92.5,6086-6106,2020-07-25,921.0
3,56,A1,38.8,3011-3020,2020-07-26,219.0
3,41,A1,28.4,3021-3043,2020-07-26,219.0
3,43,A1,31.1,3044-3072,2020-07-26,219.0
3,53,A1,30.8,3086-3092,2020-07-26,219.0
3,13,A1,28.5,3099-3109,2020-07-26,219.0
